"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","17861","Validate UI elements","chromium","Tue Feb 11 10:06:44 IST 2025","passed","Tue Feb 11 10:07:02 IST 2025","Credit Card Application Flow","creditCardApplication.spec.ts","",""
